Id_Ejercicio,Serie,Repetición,Fase,Tiempo (s),Posición (cm),Fuerza (Kg),Velocidad (cm/s),Trigger,Nota
272,1,1,c,0.01,0,3.7,0,0,0
272,1,1,c,0.02,0,4.07,0,0,0
272,1,1,c,0.03,0,4.29,0,0,0
272,1,1,c,0.04,0.37,4.23,4.47,0,0
272,1,1,c,0.05,0.55,4.66,13.02,0,0
272,1,1,c,0.06,1.1,5.36,25.31,0,0
272,1,1,c,0.07,1.47,6.32,38.75,0,0
272,1,1,c,0.08,2.02,7.61,45.43,0,0
272,1,1,c,0.09,2.57,8.79,53.88,0,0
272,1,1,c,0.1,3.3,9.86,57.35,0,0
272,1,1,c,0.11,3.85,10.34,62.05,0,0
272,1,1,c,0.12,4.4,10.45,66.3,0,0
272,1,1,c,0.13,5.13,10.61,70.06,0,0
272,1,1,c,0.14,5.86,10.71,70.83,0,0
272,1,1,c,0.15,6.6,10.98,73.31,0,0
272,1,1,c,0.16,7.33,11.2,76.06,0,0
272,1,1,c,0.17,8.06,11.25,79.77,0,0
272,1,1,c,0.18,8.8,11.36,79.83,0,0
272,1,1,c,0.19,9.53,11.41,79.85,0,0
272,1,1,c,0.2,10.26,11.57,80.51,0,0
272,1,1,c,0.21,11,11.79,79.2,0,0
272,1,1,c,0.22,11.73,11.63,80.58,0,0
272,1,1,c,0.23,12.46,11.41,81.74,0,0
272,1,1,c,0.24,13.38,11.36,81.23,0,0
272,1,1,c,0.25,14.11,11.36,80.4,0,0
272,1,1,c,0.26,14.84,11.46,80.7,0,0
272,1,1,c,0.27,15.58,11.36,80.64,0,0
272,1,1,c,0.28,16.31,11.09,80.79,0,0
272,1,1,c,0.29,17.23,11.04,79.57,0,0
272,1,1,c,0.3,17.96,10.5,80.9,0,0
272,1,1,c,0.31,18.69,11.04,81.57,0,0
272,1,1,c,0.32,19.43,10.18,81.72,0,0
272,1,1,c,0.33,20.34,9.7,83.14,0,0
272,1,1,c,0.34,21.07,9.32,81.18,0,0
272,1,1,c,0.35,21.81,9.32,81.25,0,0
272,1,1,c,0.36,22.54,9.16,80.83,0,0
272,1,1,c,0.37,23.46,9.75,81.74,0,0
272,1,1,c,0.38,24.19,10.02,81.78,0,0
272,1,1,c,0.39,24.92,9.91,82.01,0,0
272,1,1,c,0.4,25.66,9.64,82.04,0,0
272,1,1,c,0.41,26.39,9.91,81.91,0,0
272,1,1,c,0.42,27.12,9.7,80.52,0,0
272,1,1,c,0.43,27.86,9.48,80.27,0,0
272,1,1,c,0.44,28.59,10.29,78.62,0,0
272,1,1,c,0.45,29.5,10.29,79.15,0,0
272,1,1,c,0.46,30.24,10.13,79.4,0,0
272,1,1,c,0.47,30.97,10.45,78.15,0,0
272,1,1,c,0.48,31.7,10.71,78.4,0,0
272,1,1,c,0.49,32.44,10.77,77.37,0,0
272,1,1,c,0.5,33.35,10.55,79.56,0,0
