Id_Ejercicio,Serie,Repetición,Fase,Tiempo (s),Posición (cm),Fuerza (Kg),Velocidad (cm/s),Trigger,Nota
198,1,1,c,0.01,0,5.68,0,0,0
198,1,1,c,0.02,0,7.71,0,0,0
198,1,1,c,0.03,0.18,7.71,0,0,0
198,1,1,c,0.04,0.55,6.32,6.49,0,0
198,1,1,c,0.05,0.73,4.45,16.14,0,0
198,1,1,c,0.06,1.28,3.86,29.16,0,0
198,1,1,c,0.07,1.65,4.5,38.24,0,0
198,1,1,c,0.08,2.2,5.95,47.25,0,0
198,1,1,c,0.09,2.75,7.07,50.71,0,0
198,1,1,c,0.1,3.3,7.5,57.8,0,0
198,1,1,c,0.11,4.03,6.96,61.99,0,0
198,1,1,c,0.12,4.58,6.27,65.7,0,0
198,1,1,c,0.13,5.31,5.68,66.91,0,0
198,1,1,c,0.14,6.05,5.89,71.68,0,0
198,1,1,c,0.15,6.78,6.16,72.66,0,0
198,1,1,c,0.16,7.51,6.21,74.11,0,0
198,1,1,c,0.17,8.25,6.32,74.93,0,0
198,1,1,c,0.18,8.8,6.37,76.54,0,0
198,1,1,c,0.19,9.53,6.37,76.67,0,0
198,1,1,c,0.2,10.45,6.48,78.28,0,0
198,1,1,c,0.21,11.18,6.48,78.48,0,0
198,1,1,c,0.22,11.91,6.48,79.4,0,0
198,1,1,c,0.23,12.64,6.7,78.12,0,0
198,1,1,c,0.24,13.38,6.7,76.86,0,0
198,1,1,c,0.25,14.11,6.59,76.13,0,0
198,1,1,c,0.26,14.84,6.59,77.79,0,0
198,1,1,c,0.27,15.58,6.59,76.83,0,0
198,1,1,c,0.28,16.31,6.7,78.91,0,0
198,1,1,c,0.29,17.23,6.86,78.54,0,0
198,1,1,c,0.3,17.96,6.96,77.95,0,0
198,1,1,c,0.31,18.69,7.02,80.18,0,0
198,1,1,c,0.32,19.43,7.07,79.77,0,0
198,1,1,c,0.33,20.16,7.07,79.7,0,0
198,1,1,c,0.34,20.89,6.91,81.3,0,0
198,1,1,c,0.35,21.62,6.8,79.13,0,0
198,1,1,c,0.36,22.54,6.59,80.94,0,0
198,1,1,c,0.37,23.09,6.43,79.78,0,0
198,1,1,c,0.38,24.01,6.54,79.74,0,0
198,1,1,c,0.39,24.74,6.8,79.61,0,0
198,1,1,c,0.4,25.66,6.96,80.75,0,0
198,1,1,c,0.41,26.39,6.91,81.19,0,0
198,1,1,c,0.42,27.12,6.7,80.69,0,0
198,1,1,c,0.43,27.86,6.48,81.1,0,0
198,1,1,c,0.44,28.59,6.64,81.51,0,0
198,1,1,c,0.45,29.32,7.13,81.33,0,0
198,1,1,c,0.46,30.05,7.23,80.43,0,0
198,1,1,c,0.47,30.79,7.18,81.2,0,0
198,1,1,c,0.48,31.7,7.13,80.59,0,0
198,1,1,c,0.49,32.44,7.13,80.64,0,0
198,1,1,c,0.5,33.17,7.07,80.37,0,0
198,1,1,c,0.51,33.9,7.07,79.93,0,0
198,1,1,c,0.52,34.64,7.07,79.23,0,0
198,1,1,c,0.53,35.55,7.02,78.59,0,0
198,1,1,c,0.54,36.29,7.07,78.77,0,0
198,1,1,c,0.55,37.02,7.07,78.82,0,0
198,1,1,c,0.56,37.57,7.77,76.12,0,0
198,1,1,c,0.57,38.12,8.84,70.43,0,0
198,1,1,c,0.58,38.48,9.86,56,0,0
198,1,1,c,0.59,38.48,10.82,40.69,0,0
198,1,1,c,0.6,38.48,11.2,26.2,0,0
198,1,1,e,0.61,38.3,11.3,0,0,0
198,1,1,e,0.62,38.12,12.27,-3.13,0,0
198,1,1,e,0.63,37.93,13.61,-9.17,0,0
198,1,1,e,0.64,37.57,15.05,-20.22,0,0
198,1,1,e,0.65,37.02,15.91,-32.43,0,0
198,1,1,e,0.66,36.65,16.29,-41.57,0,0
198,1,1,e,0.67,36.1,16.45,-46.95,0,0
198,1,1,e,0.68,35.55,16.34,-53.13,0,0
198,1,1,e,0.69,35,16.45,-55.21,0,0
198,1,1,e,0.7,34.45,16.66,-59.17,0,0
198,1,1,e,0.71,33.72,17.04,-64.99,0,0
198,1,1,e,0.72,32.99,17.3,-66.41,0,0
198,1,1,e,0.73,32.44,17.2,-69.19,0,0
198,1,1,e,0.74,31.7,17.04,-70.68,0,0
198,1,1,e,0.75,30.97,17.04,-72.7,0,0
198,1,1,e,0.76,30.24,16.77,-73.5,0,0
198,1,1,e,0.77,29.5,16.88,-73.33,0,0
198,1,1,e,0.78,28.77,17.09,-74.09,0,0
198,1,1,e,0.79,28.04,17.63,-74.5,0,0
198,1,1,e,0.8,27.31,18.21,-75.72,0,0
198,1,1,e,0.81,26.57,18.11,-75.71,0,0
198,1,1,e,0.82,25.84,17.79,-75.23,0,0
