Id_Ejercicio,Tipo de archivo,Tipo de ejercicio,Series,Tiempo de recuperación (s),Repeticiones,Duración (s),Recorrido (mm),Incremento de carga interserie (N),Incremento de carga interrepetición (N),Incremento de velocidad interserie (mm/s),Incremento de velocidad interrepetición (mm/s),Velocidad inicial en fase concéntrica (mm/s),Velocidad final en fase concéntrica (mm/s),Velocidad inicial en fase excéntrica (mm/s),Velocidad final en fase excéntrica (mm/s),Fuerza inicial en fase concéntrica (N),Fuerza final en fase concéntrica (N),Fuerza inicial en fase excéntrica (N),Fuerza final en fase excéntrica (N),Constante elástica (N/cm),Altura del cono (cm),Masa del cono (N),Masa del disco (N),Nivel de vibración,Objetivo mínimo de velocidad (mm/s),Objetivo máximo de velocidad (mm/s),Objetivo mínimo de fuerza (N),Objetivo máximo de fuerza (N)
797,D,Isometrico,1,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0
