Id_Ejercicio,Tipo de ejercicio,Series,Tiempo de recuperación (s),Repeticiones,Recorrido (cm),Incremento interserie (cm/s),Incremento interrepetición (cm/s),Velocidad inicial en fase concéntrica (cm/s),Velocidad final en fase concéntrica (cm/s),Velocidad inicial en fase excéntrica (cm/s),Velocidad final en fase excéntrica (cm/s),Objetivo mínimo de fuerza (Kg),Objetivo máximo de fuerza (Kg)
160,Cinético,1,0.0,5.0,33.0,0.0,0.0,80.0,80.0,80.0,80.0,0.0,120.0
