Id_Ejercicio,Serie,Repetición,Fase,Tiempo (s),Posición (cm),Fuerza (Kg),Velocidad (cm/s),Trigger,Nota
50,1,1,c,0.01,0,3.38,0,0,0
50,1,1,c,0.02,0,3.38,0,0,0
50,1,1,c,0.03,0,3.05,0,0,0
50,1,1,c,0.04,0.37,2.95,4.36,0,0
50,1,1,c,0.05,0.73,3.05,13.7,0,0
50,1,1,c,0.06,1.1,3.21,25.58,0,0
50,1,1,c,0.07,1.47,3.54,38.76,0,0
50,1,1,c,0.08,2.02,3.96,44.87,0,0
50,1,1,c,0.09,2.57,4.29,52.8,0,0
50,1,1,c,0.1,3.12,4.71,57.02,0,0
50,1,1,c,0.11,3.85,5.09,62.48,0,0
50,1,1,c,0.12,4.4,5.46,67,0,0
50,1,1,c,0.13,5.13,5.84,69.7,0,0
50,1,1,c,0.14,5.86,6.05,70.21,0,0
50,1,1,c,0.15,6.6,6.32,72,0,0
50,1,1,c,0.16,7.33,6.7,73.87,0,0
50,1,1,c,0.17,8.06,6.8,78.68,0,0
50,1,1,c,0.18,8.8,6.91,78.83,0,0
50,1,1,c,0.19,9.53,6.96,79.56,0,0
50,1,1,c,0.2,10.26,6.96,81.24,0,0
50,1,1,c,0.21,11,7.07,80.28,0,0
50,1,1,c,0.22,11.73,7.23,79.07,0,0
50,1,1,c,0.23,12.46,7.34,81.36,0,0
50,1,1,c,0.24,13.19,7.5,80.85,0,0
50,1,1,c,0.25,13.93,7.82,81.38,0,0
50,1,1,c,0.26,14.84,7.93,79.82,0,0
50,1,1,c,0.27,15.58,8.04,78.75,0,0
50,1,1,c,0.28,16.31,7.88,78.75,0,0
50,1,1,c,0.29,17.04,7.71,79.34,0,0
50,1,1,c,0.3,17.78,7.71,79.14,0,0
50,1,1,c,0.31,18.69,7.66,80.42,0,0
50,1,1,c,0.32,19.43,7.66,79.08,0,0
50,1,1,c,0.33,20.16,7.55,80.89,0,0
50,1,1,c,0.34,20.89,7.55,81.67,0,0
50,1,1,c,0.35,21.62,7.34,81.37,0,0
50,1,1,c,0.36,22.36,7.23,82.93,0,0
50,1,1,c,0.37,23.09,7.02,80.69,0,0
50,1,1,c,0.38,23.82,6.91,79.99,0,0
50,1,1,c,0.39,24.56,6.59,80.49,0,0
50,1,1,c,0.4,25.29,6.48,79.11,0,0
50,1,1,c,0.41,26.21,6.21,79.97,0,0
50,1,1,c,0.42,26.94,5.95,78.52,0,0
