Id_Ejercicio,serie,rep,phase,time,position,strength,velocity,trigger,note
4,1,1,e,11,0,45.5,0,0,0
4,1,1,e,21,0,55.7,0,0,0
4,1,1,e,31,0,56.8,0,0,0
4,1,1,e,41,0,54.1,0,0,0
4,1,1,e,51,0,54.1,0,0,0
4,1,1,e,61,0,54.1,0,0,0
4,1,1,e,71,0,55.2,0,0,0
4,1,1,e,81,0,56.8,0,0,0
4,1,1,e,91,0,58.9,0,0,0
4,1,1,e,101,0,63.2,0,0,0
4,1,1,e,111,0,70.2,0,0,0
4,1,1,e,121,0,77.1,0,0,0
4,1,1,e,131,0,83,0,0,0
4,1,1,e,141,0,87.9,0,0,0
4,1,1,e,151,0,92.7,0,0,0
4,1,1,e,161,0,98,0,0,0
4,1,1,e,171,0,103.9,0,0,0
4,1,1,e,181,0,109.3,0,0,0
4,1,1,e,191,0,114.1,0,0,0
4,1,1,e,201,0,117.9,0,0,0
4,1,1,e,211,0,121.6,0,0,0
4,1,1,e,221,0,125.4,0,0,0
4,1,1,e,231,0,128.6,0,0,0
4,1,1,e,241,0,131.8,0,0,0
4,1,1,e,251,0,135.5,0,0,0
4,1,1,e,261,0,138.8,0,0,0
4,1,1,e,271,0,142,0,0,0
4,1,1,e,281,0,146.3,0,0,0
4,1,1,e,291,0,150,0,0,0
4,1,1,e,301,0,151.6,0,0,0
4,1,1,e,311,0,152.7,0,0,0
4,1,1,e,321,0,152.7,0,0,0
4,1,1,e,331,0,153.2,0,0,0
4,1,1,e,341,0,153.8,0,0,0
4,1,1,e,351,0,153.8,0,0,0
4,1,1,e,361,0,153.8,0,0,0
4,1,1,e,371,0,153.8,0,0,0
4,1,1,e,381,0,154.3,0,0,0
4,1,1,e,391,0,154.8,0,0,0
4,1,1,e,401,0,155.4,0,0,0
4,1,1,e,411,0,155.4,0,0,0
4,1,1,e,421,0,155.4,0,0,0
4,1,1,e,431,0,154.3,0,0,0
4,1,1,e,441,0,153.8,0,0,0
4,1,1,e,451,0,153.2,0,0,0
4,1,1,e,461,0,153.2,0,0,0
4,1,1,e,471,0,153.2,0,0,0
4,1,1,e,481,0,153.2,0,0,0
4,1,1,e,491,0,153.2,0,0,0
4,1,1,e,501,0,153.2,0,0,0
4,1,1,e,511,0,152.7,0,0,0
4,1,1,e,521,0,152.7,0,0,0
4,1,1,e,531,0,152.7,0,0,0
4,1,1,e,541,0,152.1,0,0,0
4,1,1,e,551,0,151.6,0,0,0
4,1,1,e,561,0,150.5,0,0,0
4,1,1,e,571,0,150,0,0,0
4,1,1,e,581,0,149.5,0,0,0
4,1,1,e,591,0,148.9,0,0,0
4,1,1,e,601,0,148.9,0,0,0
4,1,1,e,611,0,148.9,0,0,0
4,1,1,e,621,0,148.9,0,0,0
4,1,1,e,631,0,148.4,0,0,0
4,1,1,e,641,0,147.9,0,0,0
4,1,1,e,651,0,147.3,0,0,0
4,1,1,e,661,0,146.8,0,0,0
4,1,1,e,671,0,146.3,0,0,0
4,1,1,e,681,0,145.2,0,0,0
4,1,1,e,691,0,144.6,0,0,0
4,1,1,e,701,0,144.1,0,0,0
4,1,1,e,711,0,144.1,0,0,0
4,1,1,e,721,0,144.1,0,0,0
4,1,1,e,731,0,143.6,0,0,0
4,1,1,e,741,0,144.1,0,0,0
4,1,1,e,751,0,143.6,0,0,0
4,1,1,e,761,0,143,0,0,0
4,1,1,e,771,0,142.5,0,0,0
4,1,1,e,781,0,143,0,0,0
4,1,1,e,791,0,143,0,0,0
4,1,1,e,801,0,143.6,0,0,0
4,1,1,e,811,0,143,0,0,0
4,1,1,e,821,0,142.5,0,0,0
4,1,1,e,831,0,142,0,0,0
4,1,1,e,841,0,141.4,0,0,0
4,1,1,e,851,0,140.9,0,0,0
4,1,1,e,861,0,140.9,0,0,0
4,1,1,e,871,0,140.4,0,0,0
4,1,1,e,881,0,139.8,0,0,0
4,1,1,e,891,0,139.8,0,0,0
4,1,1,e,901,0,139.8,0,0,0
4,1,1,e,911,0,140.4,0,0,0
4,1,1,e,921,0,140.4,0,0,0
4,1,1,e,931,0,140.4,0,0,0
4,1,1,e,941,0,140.4,0,0,0
4,1,1,e,951,0,140.9,0,0,0
4,1,1,e,961,0,142,0,0,0
4,1,1,e,971,0,143.6,0,0,0
4,1,1,e,981,0,144.6,0,0,0
4,1,1,e,991,0,145.7,0,0,0
4,1,1,e,1001,0,146.8,0,0,0
4,1,1,e,1011,0,146.8,0,0,0
4,1,1,e,1021,0,146.3,0,0,0
4,1,1,e,1031,0,146.8,0,0,0
4,1,1,e,1041,0,147.3,0,0,0
4,1,1,e,1051,0,148.4,0,0,0
4,1,1,e,1061,0,149.5,0,0,0
4,1,1,e,1071,0,150,0,0,0
4,1,1,e,1081,0,150.5,0,0,0
4,1,1,e,1091,0,151.6,0,0,0
4,1,1,e,1101,0,151.6,0,0,0
4,1,1,e,1111,0,151.6,0,0,0
4,1,1,e,1121,0,152.1,0,0,0
4,1,1,e,1131,0,152.1,0,0,0
4,1,1,e,1141,0,152.1,0,0,0
4,1,1,e,1151,0,152.7,0,0,0
4,1,1,e,1161,0,153.2,0,0,0
4,1,1,e,1171,0,154.3,0,0,0
4,1,1,e,1181,0,154.8,0,0,0
4,1,1,e,1191,0,155.4,0,0,0
4,1,1,e,1201,0,155.4,0,0,0
4,1,1,e,1211,0,155.4,0,0,0
4,1,1,e,1221,0,155.4,0,0,0
4,1,1,e,1231,0,155.4,0,0,0
4,1,1,e,1241,0,155.4,0,0,0
4,1,1,e,1251,0,156.4,0,0,0
