Id_ejercicio,Tipo de archivo,Tipo de ejercicio,Series, Tiempo De Recuperacion,Repeticiones,Duración (s),Recorrido (mm),Incremento de carga interserie (N),Incremento de carga interrepetición (N),Incremento de velocidad interserie (mm/s),Incremento de velocidad interrepetición (mm/s),Velocidad inicial en fase concéntrica (mm/s),Velocidad final en fase concéntrica (mm/s),Velocidad inicial en fase excéntrica (mm/s),Velocidad final en fase excéntrica (mm/s),Fuerza inicial en fase concéntrica (N),Fuerza final en fase concéntrica (N),Fuerza inicial en fase excéntrica (N),Fuerza final en fase excéntrica (N),Constante elástica (N/cm),Altura del cono (cm),Masa del cono (N),Masa del disco (N),Nivel de vibración,Objetivo mínimo de velocidad (mm/s),Objetivo máximo de velocidad (mm/s),Objetivo mínimo de fuerza (N),Objetivo máximo de fuerza (N),Tiempo (ms),Tiempo bajo tensión (ms),Fuerza media (N),Fuerza pico (N),Tiempo al pico (ms),Impulso (N.s)
5,R,Inercial,1,0.0,18,154.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,154.4,126.4,145.5,150.0,122.2,676.6
