Id_ejercicio,Tipo de archivo,Tipo de ejercicio,Series, Tiempo De Recuperacion,Repeticiones,Duración (s),Recorrido (mm),Incremento de carga interserie (N),Incremento de carga interrepetición (N),Incremento de velocidad interserie (mm/s),Incremento de velocidad interrepetición (mm/s),Velocidad inicial en fase concéntrica (mm/s),Velocidad final en fase concéntrica (mm/s),Velocidad inicial en fase excéntrica (mm/s),Velocidad final en fase excéntrica (mm/s),Fuerza inicial en fase concéntrica (N),Fuerza final en fase concéntrica (N),Fuerza inicial en fase excéntrica (N),Fuerza final en fase excéntrica (N),Constante elástica (N/cm),Altura del cono (cm),Masa del cono (N),Masa del disco (N),Nivel de vibración,Objetivo mínimo de velocidad (mm/s),Objetivo máximo de velocidad (mm/s),Objetivo mínimo de fuerza (N),Objetivo máximo de fuerza (N),Tiempo (ms),Tiempo bajo tensión (ms),Fuerza media (N),Fuerza pico (N),Tiempo al pico (ms),Impulso (N.s)
4,R,Isometrico,1,0.0,5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1344.0,3467.8,2674.0,128.8,133.3,2456.4,562.2
4,R,Isometrico,2,0.0,5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1344.0,3556.4,2666.5,122.2,144.0,2663.4,512.2
