Id_Ejercicio,Serie,Repetición,Fase,Tiempo (s),Posición (cm),Fuerza (Kg),Velocidad (cm/s),Trigger,Nota
65,1,1,c,0.01,0,3.43,0,0,0
65,1,1,c,0.02,0,3.27,0,0,0
65,1,1,c,0.03,0.18,3.43,0,0,0
65,1,1,c,0.04,0.55,3.91,3.08,0,0
65,1,1,c,0.05,0.92,4.61,13.6,0,0
65,1,1,c,0.06,1.28,5.3,27.37,0,0
65,1,1,c,0.07,1.83,6.16,41.28,0,0
65,1,1,c,0.08,2.38,7.34,51.46,0,0
65,1,1,c,0.09,2.93,8.46,56.95,0,0
65,1,1,c,0.1,3.48,9.59,63.37,0,0
65,1,1,c,0.11,4.21,9.96,68.39,0,0
65,1,1,c,0.12,4.95,10.23,69.05,0,0
65,1,1,c,0.13,5.5,9.96,70.71,0,0
65,1,1,c,0.14,6.41,9.43,73.89,0,0
65,1,1,c,0.15,6.96,9,74.37,0,0
65,1,1,c,0.16,7.7,8.84,75.68,0,0
65,1,1,c,0.17,8.43,9.16,75.13,0,0
65,1,1,c,0.18,9.16,9.75,75.47,0,0
65,1,1,c,0.19,9.9,10.34,75.42,0,0
65,1,1,c,0.2,10.63,10.66,75.98,0,0
65,1,1,c,0.21,11.55,10.55,76.85,0,0
65,1,1,c,0.22,12.28,10.18,77.62,0,0
65,1,1,c,0.23,13.01,9.86,78.37,0,0
65,1,1,c,0.24,13.74,9.7,79.38,0,0
65,1,1,c,0.25,14.48,9.59,79.52,0,0
65,1,1,c,0.26,15.21,9.7,82.11,0,0
65,1,1,c,0.27,15.94,9.86,83.1,0,0
65,1,1,c,0.28,16.86,9.86,82.28,0,0
65,1,1,c,0.29,17.59,9.75,81.51,0,0
65,1,1,c,0.3,18.33,9.75,79.48,0,0
65,1,1,c,0.31,19.06,9.7,81.27,0,0
65,1,1,c,0.32,19.79,9.8,79.36,0,0
65,1,1,c,0.33,20.71,10.13,80.93,0,0
65,1,1,c,0.34,21.44,10.34,79.21,0,0
65,1,1,c,0.35,22.17,10.34,80.35,0,0
65,1,1,c,0.36,22.91,10.13,82.41,0,0
65,1,1,c,0.37,23.64,9.91,82.5,0,0
65,1,1,c,0.38,24.56,9.64,82.57,0,0
65,1,1,c,0.39,25.29,9.59,81.68,0,0
65,1,1,c,0.4,26.02,9.8,79.8,0,0
65,1,1,c,0.41,26.94,9.96,80.6,0,0
65,1,1,c,0.42,27.67,9.8,80.32,0,0
65,1,1,c,0.43,28.41,9.75,82.87,0,0
65,1,1,c,0.44,29.14,10.07,83.07,0,0
65,1,1,c,0.45,29.87,9.43,83.08,0,0
65,1,1,c,0.46,30.6,9.11,83.2,0,0
65,1,1,c,0.47,31.52,9.32,80.94,0,0
65,1,1,c,0.48,32.25,9.27,79.51,0,0
65,1,1,c,0.49,32.99,9.21,79.9,0,0
65,1,1,c,0.5,33.72,9.48,79.81,0,0
65,1,1,c,0.51,34.45,9.21,80.16,0,0
65,1,1,c,0.52,35.37,9.21,79.14,0,0
65,1,1,c,0.53,36.1,9.21,80.76,0,0
65,1,1,c,0.54,36.84,9.11,81.29,0,0
65,1,1,c,0.55,37.57,8.95,80.71,0,0
65,1,1,c,0.56,38.3,8.84,83.03,0,0
65,1,1,c,0.57,39.03,9,80.57,0,0
65,1,1,c,0.58,39.77,9.96,77.34,0,0
65,1,1,c,0.59,40.13,11.3,67.98,0,0
65,1,1,c,0.6,40.32,12.7,51.46,0,0
65,1,1,c,0.61,40.32,14.3,34.7,0,0
65,1,1,c,0.62,40.32,14.73,19.55,0,0
65,1,1,e,0.63,40.13,14.68,0,0,0
65,1,1,e,0.64,39.95,15.64,-0.82,0,0
65,1,1,e,0.65,39.58,16.55,-9.45,0,0
65,1,1,e,0.66,39.4,17.84,-21.27,0,0
65,1,1,e,0.67,38.85,18.7,-34.68,0,0
65,1,1,e,0.68,38.3,19.5,-43.13,0,0
65,1,1,e,0.69,37.75,19.55,-48.81,0,0
65,1,1,e,0.7,37.2,19.45,-53.89,0,0
65,1,1,e,0.71,36.65,19.02,-58.89,0,0
65,1,1,e,0.72,35.92,18.96,-61.4,0,0
65,1,1,e,0.73,35.37,19.23,-67.13,0,0
65,1,1,e,0.74,34.64,19.66,-68.66,0,0
65,1,1,e,0.75,33.9,20.09,-69.17,0,0
65,1,1,e,0.76,33.17,20.41,-71.06,0,0
65,1,1,e,0.77,32.62,20.73,-72.17,0,0
65,1,1,e,0.78,31.89,20.89,-73.03,0,0
65,1,1,e,0.79,31.15,20.95,-74.11,0,0
65,1,1,e,0.8,30.42,20.95,-74.76,0,0
65,1,1,e,0.81,29.69,20.95,-76.54,0,0
65,1,1,e,0.82,28.96,21.05,-76.5,0,0
65,1,1,e,0.83,28.22,21.05,-76.87,0,0
65,1,1,e,0.84,27.49,20.63,-77.13,0,0
65,1,1,e,0.85,26.76,20.36,-76.2,0,0
65,1,1,e,0.86,25.84,20.41,-77.18,0,0
65,1,1,e,0.87,25.11,20.73,-78.08,0,0
65,1,1,e,0.88,24.37,21.11,-78.93,0,0
65,1,1,e,0.89,23.64,21.27,-80.31,0,0
65,1,1,e,0.9,22.91,21.43,-79.14,0,0
65,1,1,e,0.91,22.17,21.16,-79.2,0,0
65,1,1,e,0.92,21.44,20.79,-80.53,0,0
65,1,1,e,0.93,20.71,20.14,-80.35,0,0
65,1,1,e,0.94,19.98,20.2,-80.49,0,0
65,1,1,e,0.95,19.24,20.52,-80.67,0,0
65,1,1,e,0.96,18.51,20.84,-80.42,0,0
65,1,1,e,0.97,17.59,21,-79.9,0,0
65,1,1,e,0.98,16.86,21.21,-78.91,0,0
65,1,1,e,0.99,16.13,21.05,-78.2,0,0
65,1,1,e,1,15.39,20.68,-78.38,0,0
65,1,1,e,1.01,14.48,20.3,-79.8,0,0
65,1,1,e,1.02,13.93,20.14,-81.23,0,0
65,1,1,e,1.03,13.01,20.2,-80.94,0,0
65,1,1,e,1.04,12.28,20.04,-80.7,0,0
65,1,1,e,1.05,11.55,20.04,-80.58,0,0
65,1,1,e,1.06,10.81,19.61,-81.55,0,0
65,1,1,e,1.07,10.08,18.8,-80.84,0,0
65,1,1,e,1.08,9.16,17.79,-82.01,0,0
65,1,1,e,1.09,8.43,17.14,-80.48,0,0
65,1,1,e,1.1,7.7,17.09,-79.51,0,0
65,1,1,e,1.11,6.96,17.2,-78.43,0,0
65,1,1,e,1.12,6.05,17.63,-79.58,0,0
65,1,1,e,1.13,5.31,17.68,-81.21,0,0
65,1,1,e,1.14,4.76,17.46,-79.87,0,0
65,1,1,e,1.15,3.85,17.04,-82.28,0,0
65,1,1,e,1.16,3.12,17.2,-80.51,0,0
65,1,1,e,1.17,2.38,17.57,-79.86,0,0
65,1,1,e,1.18,1.65,18.32,-81.41,0,0
65,1,1,e,1.19,0.92,19.34,-79.97,0,0
65,1,1,e,1.2,0.18,20.2,-81.08,0,0
65,1,1,e,1.21,-0.73,20.95,-80.55,0,0
65,1,1,e,1.22,-1.28,20.84,-79.23,0,0
65,1,1,e,1.23,-2.02,19.45,-73.23,0,0
65,1,1,e,1.24,-2.38,17.57,-62.33,0,0
65,1,1,e,1.25,-2.57,15.8,-47.8,0,0
65,1,1,e,1.26,-2.57,14.73,-33.45,0,0
65,1,1,e,1.27,-2.57,14.3,-20.5,0,0
65,1,2,c,1.28,-2.38,15.11,0,0,0
65,1,2,c,1.29,-2.2,15.05,1.63,0,0
65,1,2,c,1.3,-1.83,13.77,10.02,0,0
65,1,2,c,1.31,-1.65,11.84,21.71,0,0
65,1,2,c,1.32,-1.1,10.18,34.75,0,0
65,1,2,c,1.33,-0.55,9.27,44.21,0,0
65,1,2,c,1.34,0,9.32,50.18,0,0
65,1,2,c,1.35,0.55,10.02,56.3,0,0
65,1,2,c,1.36,1.28,10.93,60.56,0,0
65,1,2,c,1.37,1.83,11.3,62.8,0,0
65,1,2,c,1.38,2.57,11.36,67.48,0,0
65,1,2,c,1.39,3.3,10.98,70.68,0,0
65,1,2,c,1.4,3.85,10.66,72.34,0,0
65,1,2,c,1.41,4.58,10.61,74.54,0,0
65,1,2,c,1.42,5.31,10.55,75.26,0,0
65,1,2,c,1.43,6.05,10.77,75.7,0,0
65,1,2,c,1.44,6.78,10.98,77.13,0,0
65,1,2,c,1.45,7.7,11.14,79.32,0,0
65,1,2,c,1.46,8.43,11.36,79.81,0,0
65,1,2,c,1.47,9.16,11.41,78.78,0,0
65,1,2,c,1.48,9.9,11.36,78.06,0,0
65,1,2,c,1.49,10.81,11.2,80.05,0,0
65,1,2,c,1.5,11.55,10.88,81.92,0,0
65,1,2,c,1.51,12.28,10.71,81.34,0,0
65,1,2,c,1.52,13.01,10.77,82.32,0,0
65,1,2,c,1.53,13.74,10.88,80.34,0,0
65,1,2,c,1.54,14.66,10.77,80.45,0,0
65,1,2,c,1.55,15.39,10.34,81.22,0,0
65,1,2,c,1.56,16.13,10.23,80.51,0,0
65,1,2,c,1.57,17.04,10.02,82.36,0,0
65,1,2,c,1.58,17.78,10.02,80.46,0,0
65,1,2,c,1.59,18.51,9.91,81.74,0,0
65,1,2,c,1.6,19.24,9.8,80.86,0,0
65,1,2,c,1.61,20.16,9.64,80.69,0,0
65,1,2,c,1.62,20.89,9.59,82.3,0,0
65,1,2,c,1.63,21.62,9.8,80.74,0,0
65,1,2,c,1.64,22.36,9.7,81.28,0,0
65,1,2,c,1.65,23.09,9.21,80.79,0,0
65,1,2,c,1.66,24.01,9.05,83.13,0,0
65,1,2,c,1.67,24.74,9.27,83.37,0,0
65,1,2,c,1.68,25.47,9.43,82.11,0,0
65,1,2,c,1.69,26.21,9.75,83.14,0,0
65,1,2,c,1.7,26.94,9.96,80.5,0,0
65,1,2,c,1.71,27.86,9.54,82.24,0,0
65,1,2,c,1.72,28.59,9,82.03,0,0
65,1,2,c,1.73,29.32,9,81.02,0,0
65,1,2,c,1.74,30.05,9.21,80.29,0,0
65,1,2,c,1.75,30.79,9.32,78.75,0,0
65,1,2,c,1.76,31.52,9.59,78.51,0,0
65,1,2,c,1.77,32.25,9.64,77.36,0,0
65,1,2,c,1.78,33.17,9.21,78.26,0,0
65,1,2,c,1.79,33.9,9.16,79.55,0,0
